vel,dir,encoded_angles
6.449999809265137,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,39,3
6.599999904632568,45,3
6.599999904632568,52,4
6.599999904632568,56,4
6.599999904632568,56,4
6.599999904632568,56,4
6.599999904632568,35,3
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,16,1
6.599999904632568,11,1
6.599999904632568,11,1
6.599999904632568,10,1
6.599999904632568,10,1
6.599999904632568,10,1
6.599999904632568,10,1
6.599999904632568,25,2
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,54,4
6.599999904632568,50,4
6.599999904632568,50,4
6.599999904632568,49,3
6.599999904632568,52,4
6.599999904632568,52,4
6.599999904632568,51,4
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,48,3
6.599999904632568,34,3
6.599999904632568,33,3
6.599999904632568,40,3
6.599999904632568,43,3
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
0.0,25,2
4.710000038146973,25,2
3.2100000381469727,20,2
4.710000038146973,20,2
5.210000038146973,20,2
5.210000038146973,20,2
5.269999980926514,17,1
5.269999980926514,11,1
5.269999980926514,11,1
5.269999980926514,13,1
5.300000190734863,14,1
5.389999866485596,14,1
5.449999809265137,14,1
5.510000228881836,15,1
5.570000171661377,25,2
6.159999847412109,25,2
6.420000076293945,25,2
6.420000076293945,25,2
6.420000076293945,25,2
6.420000076293945,25,2
6.159999847412109,25,2
6.130000114440918,25,2
6.130000114440918,25,2
6.449999809265137,25,2
6.449999809265137,25,2
6.480000019073486,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,15,1
6.599999904632568,14,1
6.599999904632568,14,1
6.599999904632568,14,1
6.599999904632568,14,1
6.599999904632568,16,1
6.599999904632568,16,1
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
5.329999923706055,25,2
5.920000076293945,25,2
5.690000057220459,25,2
5.659999847412109,25,2
5.659999847412109,22,2
5.659999847412109,20,2
5.599999904632568,18,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,17,1
5.539999961853027,16,1
5.539999961853027,16,1
5.539999961853027,16,1
5.539999961853027,16,1
5.769999980926514,16,1
5.920000076293945,16,1
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.070000171661377,25,2
5.860000133514404,25,2
5.800000190734863,25,2
5.800000190734863,8,0
5.800000190734863,7,0
5.800000190734863,7,0
5.800000190734863,5,0
5.739999771118164,5,0
5.630000114440918,5,0
5.539999961853027,26,2
5.510000228881836,26,2
5.510000228881836,26,2
5.360000133514404,26,2
5.329999923706055,26,2
5.119999885559082,26,2
5.510000228881836,26,2
5.510000228881836,26,2
5.119999885559082,23,2
4.619999885559082,20,2
4.179999828338623,15,1
3.5899999141693115,11,1
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.28000020980835,25,2
6.28000020980835,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,8,0
6.599999904632568,6,0
6.599999904632568,7,0
6.599999904632568,9,0
6.599999904632568,13,1
6.599999904632568,10,1
6.599999904632568,13,1
6.599999904632568,18,1
6.130000114440918,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,6,0
5.210000038146973,16,1
5.300000190734863,16,1
5.300000190734863,16,1
5.300000190734863,16,1
5.630000114440918,16,1
6.599999904632568,15,1
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
5.659999847412109,25,2
5.630000114440918,25,2
5.420000076293945,25,2
5.420000076293945,25,2
5.360000133514404,25,2
5.360000133514404,25,2
5.690000057220459,25,2
5.690000057220459,25,2
5.179999828338623,25,2
5.179999828338623,25,2
5.070000171661377,25,2
4.860000133514404,25,2
4.800000190734863,25,2
4.710000038146973,25,2
4.980000019073486,25,2
5.269999980926514,25,2
5.300000190734863,25,2
5.070000171661377,25,2
5.070000171661377,25,2
5.070000171661377,25,2
5.070000171661377,25,2
5.010000228881836,25,2
5.010000228881836,20,2
5.010000228881836,14,1
4.980000019073486,8,0
4.949999809265137,5,0
4.860000133514404,5,0
4.860000133514404,5,0
4.860000133514404,5,0
4.860000133514404,5,0
5.179999828338623,5,0
5.179999828338623,5,0
5.210000038146973,5,0
5.570000171661377,7,0
5.829999923706055,15,1
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.070000171661377,25,2
4.0,25,2
6.599999904632568,25,2
6.599999904632568,25,2
5.659999847412109,25,2
5.659999847412109,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,5,0
6.599999904632568,12,1
6.599999904632568,21,2
6.599999904632568,25,2
6.599999904632568,26,2
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,64,4
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,68,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,67,4
6.599999904632568,23,2
6.599999904632568,12,1
6.599999904632568,8,0
6.599999904632568,5,0
6.599999904632568,5,0
6.130000114440918,5,0
5.829999923706055,6,0
5.659999847412109,7,0
6.449999809265137,7,0
6.599999904632568,7,0
6.599999904632568,9,0
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,21,2
6.599999904632568,11,1
6.599999904632568,11,1
6.599999904632568,12,1
6.28000020980835,12,1
6.28000020980835,8,0
6.130000114440918,22,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,25,2
6.599999904632568,15,1
6.599999904632568,15,1
6.599999904632568,12,1
6.599999904632568,11,1
5.860000133514404,11,1
4.739999771118164,11,1
3.9100000858306885,11,1
3.890000104904175,11,1
3.890000104904175,11,1
3.890000104904175,11,1
4.179999828338623,11,1
4.210000038146973,11,1
4.329999923706055,11,1
4.389999866485596,13,1
4.059999942779541,25,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.599999904632568,20,2
6.010000228881836,20,2
6.010000228881836,20,2
6.010000228881836,20,2
6.010000228881836,20,2
5.420000076293945,20,2
5.329999923706055,20,2
5.329999923706055,20,2
5.329999923706055,20,2
5.150000095367432,20,2
4.949999809265137,20,2
4.449999809265137,20,2
4.449999809265137,20,2
3.890000104904175,20,2
3.8299999237060547,36,3
3.8299999237060547,52,4
3.8299999237060547,62,4
3.8299999237060547,68,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,69,4
3.8299999237060547,26,2
4.300000190734863,16,1
4.420000076293945,5,0
4.420000076293945,5,0
4.420000076293945,5,0
4.420000076293945,5,0
4.150000095367432,5,0
3.859999895095825,35,3
3.859999895095825,25,2
3.859999895095825,25,2
3.859999895095825,24,2
3.859999895095825,24,2
3.859999895095825,23,2
3.859999895095825,22,2
3.859999895095825,19,1
3.859999895095825,18,1
3.859999895095825,17,1
3.859999895095825,17,1
3.859999895095825,16,1
3.859999895095825,16,1
3.859999895095825,16,1
3.859999895095825,15,1
3.859999895095825,13,1
3.859999895095825,8,0
3.859999895095825,5,0
3.859999895095825,5,0
3.859999895095825,5,0
3.859999895095825,5,0
3.859999895095825,5,0
3.859999895095825,8,0
3.7100000381469727,23,2
3.619999885559082,25,2
3.5899999141693115,43,3
3.5899999141693115,69,4
3.5899999141693115,69,4
3.5899999141693115,69,4
3.5899999141693115,69,4
6.599999904632568,69,4
6.599999904632568,69,4
6.599999904632568,69,4
5.659999847412109,69,4
5.269999980926514,69,4
5.360000133514404,69,4
5.710000038146973,66,4
5.710000038146973,69,4
5.389999866485596,45,3
5.389999866485596,24,2
5.389999866485596,14,1
5.389999866485596,16,1
5.150000095367432,50,4
5.739999771118164,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
-5.340000152587891,25,2
0.0,25,2
0.0,25,2
-6.599999904632568,25,2
6.599999904632568,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.4100000858306885,25,2
4.210000038146973,25,2
4.210000038146973,25,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,16,1
0.0,5,0
0.0,25,2
0.0,69,4
0.0,25,2
0.0,25,2
0.0,11,1
0.0,5,0
0.0,5,0
0.0,5,0
0.0,25,2
0.0,9,0
0.0,5,0
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
3.240000009536743,26,2
4.239999771118164,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,26,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,23,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,25,2
0.0,24,2
0.0,25,2
0.0,25,2
0.0,26,2
0.0,33,3
0.0,56,4
0.0,69,4
0.0,31,3
0.0,25,2
0.0,16,1
0.0,5,0
0.0,5,0
0.0,25,2
0.0,25,2
0.0,25,2
3.5299999713897705,25,2
3.559999942779541,25,2
3.299999952316284,40,3
3.0,44,3
0.0,44,3
0.0,36,3
0.0,25,2
3.240000009536743,25,2
3.240000009536743,25,2
3.0,25,2
0.0,25,2
3.2100000381469727,25,2
3.799999952316284,25,2
3.8299999237060547,25,2
3.8299999237060547,25,2
3.5299999713897705,25,2
3.3499999046325684,25,2
3.299999952316284,25,2
3.180000066757202,25,2
3.119999885559082,25,2
3.0899999141693115,25,2
3.059999942779541,25,2
0.0,25,2
0.0,25,2
4.119999885559082,25,2
4.239999771118164,25,2
0.0,25,2
0.0,25,2
-4.730000019073486,25,2
-4.809999942779541,25,2
-4.809999942779541,25,2
-4.400000095367432,25,2
-3.5299999713897705,25,2
-3.059999942779541,25,2
-3.0299999713897705,25,2
-3.0299999713897705,25,2
0.0,25,2
0.0,25,2
-3.609999895095825,25,2
-3.609999895095825,25,2
