vel,dir,encoded_angles
-3.609999895095825,25,2
-3.609999895095825,25,2
-3.609999895095825,25,2
-3.3499999046325684,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.5299999713897705,25,2
3.180000066757202,25,2
3.180000066757202,25,2
3.180000066757202,25,2
3.180000066757202,35,3
3.180000066757202,51,4
3.1500000953674316,61,4
0.0,58,4
0.0,50,4
3.5299999713897705,37,3
3.940000057220459,43,3
4.03000020980835,59,4
4.03000020980835,64,4
4.059999942779541,38,3
4.210000038146973,25,2
3.240000009536743,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,20,2
0.0,5,0
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,5,0
0.0,5,0
0.0,25,2
0.0,5,0
0.0,52,4
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
-3.059999942779541,25,2
3.0899999141693115,25,2
6.449999809265137,25,2
0.0,25,2
0.0,25,2
3.9100000858306885,25,2
0.0,25,2
0.0,25,2
3.2699999809265137,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.2100000381469727,25,2
0.0,25,2
0.0,25,2
3.180000066757202,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.119999885559082,25,2
0.0,25,2
0.0,25,2
3.319999933242798,25,2
0.0,25,2
0.0,25,2
3.380000114440918,25,2
4.300000190734863,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.1500000953674316,25,2
3.1500000953674316,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,39,3
0.0,25,2
3.1500000953674316,25,2
0.0,25,2
0.0,25,2
0.0,50,4
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.240000009536743,25,2
0.0,25,2
0.0,25,2
0.0,25,2
0.0,25,2
3.1500000953674316,25,2
0.0,33,3
0.0,30,3
0.0,47,3
0.0,25,2
0.0,54,4
0.0,60,4
3.180000066757202,61,4
3.180000066757202,37,3
0.0,27,2
0.0,25,2
0.0,25,2
0.0,39,3
0.0,41,3
0.0,45,3
4.090000152587891,51,4
0.0,45,3
0.0,36,3
0.0,36,3
0.0,25,2
0.0,25,2
4.829999923706055,25,2
0.0,25,2
0.0,25,2
0.0,13,1
3.799999952316284,15,1
0.0,25,2
0.0,25,2
0.0,25,2
0.0,8,0
0.0,5,0
0.0,5,0
0.0,5,0
0.0,5,0
0.0,5,0
3.119999885559082,5,0
0.0,5,0
3.2699999809265137,5,0
0.0,5,0
3.319999933242798,5,0
0.0,5,0
0.0,5,0
3.119999885559082,5,0
0.0,5,0
0.0,26,2
0.0,26,2
0.0,69,4
0.0,69,4
-6.599999904632568,69,4
0.0,69,4
0.0,33,3
0.0,5,0
3.299999952316284,5,0
0.0,5,0
0.0,5,0
0.0,25,2
0.0,25,2
0.0,7,0
0.0,5,0
5.980000019073486,5,0
0.0,5,0
0.0,5,0
0.0,5,0
0.0,28,2
0.0,25,2
0.0,25,2
0.0,25,2
-3.5299999713897705,30,3
0.0,25,2
0.0,5,0
5.480000019073486,5,0
6.159999847412109,5,0
0.0,5,0
3.4100000858306885,5,0
0.0,7,0
0.0,8,0
0.0,10,1
0.0,11,1
0.0,12,1
0.0,12,1
0.0,12,1
0.0,12,1
0.0,59,4
0.0,69,4
-3.759999990463257,69,4
-6.159999847412109,69,4
-6.449999809265137,69,4
0.0,5,0
3.059999942779541,5,0
0.0,5,0
6.599999904632568,5,0
5.829999923706055,7,0
5.239999771118164,5,0
0.0,5,0
0.0,7,0
0.0,11,1
0.0,12,1
3.2699999809265137,12,1
0.0,12,1
0.0,12,1
0.0,12,1
0.0,12,1
3.2100000381469727,12,1
3.240000009536743,12,1
0.0,12,1
0.0,12,1
3.0899999141693115,13,1
3.2699999809265137,13,1
3.2699999809265137,13,1
0.0,13,1
3.1500000953674316,8,0
0.0,5,0
0.0,5,0
0.0,5,0
3.240000009536743,5,0
3.240000009536743,5,0
0.0,5,0
3.890000104904175,5,0
0.0,5,0
0.0,5,0
3.7100000381469727,5,0
0.0,27,2
